"","county_fips","state","county","coc_number","coc_name","coc_category","est_coc_homeless_2019","primary_care_physicians_rate","pct_in_poverty_in_cnty","additional_bed_capacity_needed","county_pop_2018","coc_pop_2019","pit_count_from_2019","coc_pop_in_pov_2019","observed_unsheltered_homeless","estimated_total_unsheltered","sheltered_homeless_individuals","density_reduction_bed_need","total_new_shelter_beds_required_in_coc","total_beds_required","upenn_cost_of_new_capacity_in_coc","cost_of_quarantine_beds","total_additional_cost","upenn_num_of_hospitalizations_in_cnty","upenn_num_of_critical_cases_in_cnty","upenn_num_of_fatalities_in_cnty"
"1428","27155","Minnesota","Traverse","MN-508","Moorhead/West Central Minnesota","Largely Rural CoC",0.106136965661739,30,10.9538461538462,1,3250,241797,216,25044,1,1.4,96,48,49,146.8,1235000,292200,1527200,0,0,0
"1429","27157","Minnesota","Wabasha","MN-502","Rochester/Southeast Minnesota","Largely Rural CoC",0.0651349536669436,74,5.9522690970591,6,21286,720989,452,74536,58,81.2,168,84,165,414.4,4130000,747600,4877600,0,0,0
"1430","27159","Minnesota","Wadena","MN-508","Moorhead/West Central Minnesota","Largely Rural CoC",0.106136965661739,66,15.270229468599,5,13248,241797,216,25044,1,1.4,96,48,49,146.8,1235000,292200,1527200,0,0,0
"1431","27161","Minnesota","Waseca","MN-502","Rochester/Southeast Minnesota","Largely Rural CoC",0.0651349536669436,32,9.20769666100736,7,17670,720989,452,74536,58,81.2,168,84,165,414.4,4130000,747600,4877600,0,0,0
"1432","27163","Minnesota","Washington","MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","Largely Suburban CoC",0.0611695188469619,108,4.67633253029434,92,249469,1277932,686,72980,236,330.4,185,92.5,422,938.3,10572500,1546200,12118700,5,2,1
"1433","27165","Minnesota","Watonwan","MN-502","Rochester/Southeast Minnesota","Largely Rural CoC",0.0651349536669436,28,12.6995846792801,4,10835,720989,452,74536,58,81.2,168,84,165,414.4,4130000,747600,4877600,0,0,0
"1434","27167","Minnesota","Wilkin","MN-508","Moorhead/West Central Minnesota","Largely Rural CoC",0.106136965661739,NA,9.32189674704645,2,6179,241797,216,25044,1,1.4,96,48,49,146.8,1235000,292200,1527200,0,0,0
"1435","27169","Minnesota","Winona","MN-502","Rochester/Southeast Minnesota","Largely Rural CoC",0.0651349536669436,41,14.4654488362718,12,47133,720989,452,74536,58,81.2,168,84,165,414.4,4130000,747600,4877600,1,0,0
"1436","27171","Minnesota","Wright","MN-505","St. Cloud/Central Minnesota","Largely Rural CoC",0.10054682358035,45,4.45605642814704,68,131282,737402,679,68199,213,298.2,174,87,385,857.4,9630000,1416600,11046600,4,1,1
"1437","27173","Minnesota","Yellow Medicine","MN-511","Southwest Minnesota","Largely Rural CoC",0.0388454162225688,81,13.4362374391381,1,9653,276447,88,28944,6,8.4,24,12,20,52.8,510000,97200,607200,0,0,0
"1438","28001","Mississippi","Adams","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,94,34.3301642178047,7,28925,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1439","28003","Mississippi","Alcorn","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,35,17.0810603360838,9,36479,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1440","28005","Mississippi","Amite","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,24,24.2755382871944,2,12354,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1441","28007","Mississippi","Attala","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,49,23.0920836526881,3,18266,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1442","28009","Mississippi","Benton","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,NA,23.3696317141808,2,8173,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1443","28011","Mississippi","Bolivar","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,50,34.5702495325295,4,31018,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1444","28013","Mississippi","Calhoun","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,14,25.1176181447932,3,14241,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1445","28015","Mississippi","Carroll","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,20,14.8248519522232,2,9963,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1446","28017","Mississippi","Chickasaw","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,52,21.1510025433253,4,16907,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1447","28019","Mississippi","Choctaw","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,36,23.2856438085841,2,8108,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1448","28021","Mississippi","Claiborne","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,45,44.0395379302132,2,8397,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1449","28023","Mississippi","Clarke","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,32,19.2683236114634,2,15772,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1450","28025","Mississippi","Clay","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,51,23.3242730396431,5,19499,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1451","28027","Mississippi","Coahoma","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,56,34.0139570948566,5,23214,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1452","28029","Mississippi","Copiah","MS-500","Jackson/Rankin, Madison Counties","Largely Suburban CoC",0.0895153204339169,35,23.9683396294298,14,27795,572308,408,91033,106,148.4,240,120,268,656.8,6710000,1165200,7875200,1,0,0
"1453","28031","Mississippi","Covington","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,42,24.3680485338726,5,18791,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1454","28033","Mississippi","DeSoto","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,34,9.07293535132409,33,174497,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,2,1,0
"1455","28035","Mississippi","Forrest","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,64,25.0452885928486,16,71762,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1456","28037","Mississippi","Franklin","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,39,16.5056150430922,1,7658,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1457","28039","Mississippi","George","MS-503","Gulf Port/Gulf Coast Regional","Largely Rural CoC",0.0864065324902172,33,14.6428725376094,24,23199,477944,296,83435,191,267.4,46,23,290,603.8,7260000,940200,8200200,1,0,0
"1458","28041","Mississippi","Greene","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,NA,14.5120031483668,2,10164,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1459","28043","Mississippi","Grenada","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,47,24.4947064485082,5,20780,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1460","28045","Mississippi","Hancock","MS-503","Gulf Port/Gulf Coast Regional","Largely Rural CoC",0.0864065324902172,34,17.9177798845126,41,46412,477944,296,83435,191,267.4,46,23,290,603.8,7260000,940200,8200200,2,1,0
"1461","28047","Mississippi","Harrison","MS-503","Gulf Port/Gulf Coast Regional","Largely Rural CoC",0.0864065324902172,54,20.1482158266078,99,197010,477944,296,83435,191,267.4,46,23,290,603.8,7260000,940200,8200200,5,2,1
"1462","28049","Mississippi","Hinds","MS-500","Jackson/Rankin, Madison Counties","Largely Suburban CoC",0.0895153204339169,79,22.2195513508409,107,232966,572308,408,91033,106,148.4,240,120,268,656.8,6710000,1165200,7875200,7,2,1
"1463","28051","Mississippi","Holmes","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,51,43.5822099320198,3,17358,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1464","28053","Mississippi","Humphreys","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,36,38.0743723353861,2,8444,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1465","28055","Mississippi","Issaquena","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,0,41.690408357075,0,1053,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1466","28057","Mississippi","Itawamba","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,17,15.3584229390681,4,22320,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1467","28059","Mississippi","Jackson","MS-503","Gulf Port/Gulf Coast Regional","Largely Rural CoC",0.0864065324902172,51,16.0177406285982,69,140694,477944,296,83435,191,267.4,46,23,290,603.8,7260000,940200,8200200,3,1,0
"1468","28061","Mississippi","Jasper","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,18,23.170954205437,3,16443,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1469","28063","Mississippi","Jefferson","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,55,49.7235961594414,1,6874,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1470","28065","Mississippi","Jefferson Davis","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,18,27.0229681978799,3,11320,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1471","28067","Mississippi","Jones","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,50,21.3982607656217,10,66926,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1472","28069","Mississippi","Kemper","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,10,29.9576685118854,1,9213,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1473","28071","Mississippi","Lafayette","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,61,23.7553754548462,7,48368,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1474","28073","Mississippi","Lamar","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,137,16.5445595087176,11,60739,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1475","28075","Mississippi","Lauderdale","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,93,21.8418456298739,11,73991,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1476","28077","Mississippi","Lawrence","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,24,19.3875932095827,3,12606,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1477","28079","Mississippi","Leake","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,22,25.9250882113453,4,22106,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1478","28081","Mississippi","Lee","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,98,15.8599357481519,19,83733,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1479","28083","Mississippi","Leflore","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,75,39.1738442608543,5,28445,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1480","28085","Mississippi","Lincoln","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,47,22.0194862710363,6,33870,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1481","28087","Mississippi","Lowndes","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,54,22.1279916753382,12,57660,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1482","28089","Mississippi","Madison","MS-500","Jackson/Rankin, Madison Counties","Largely Suburban CoC",0.0895153204339169,132,10.8647798742138,49,101760,572308,408,91033,106,148.4,240,120,268,656.8,6710000,1165200,7875200,3,1,1
"1483","28091","Mississippi","Marion","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,32,28.8541751860636,5,24454,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1484","28093","Mississippi","Marshall","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,11,18.2970744918306,5,33601,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1485","28095","Mississippi","Monroe","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,47,18.0212814127236,5,35336,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1486","28097","Mississippi","Montgomery","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,59,27.326968973747,3,10056,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1487","28099","Mississippi","Neshoba","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,58,23.6562120949575,5,28855,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1488","28101","Mississippi","Newton","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,28,26.1299299491412,4,20842,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1489","28103","Mississippi","Noxubee","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,NA,29.4635254044848,2,10569,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1490","28105","Mississippi","Oktibbeha","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,42,30.0492388309166,10,44274,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1491","28107","Mississippi","Panola","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,24,20.9035559869408,5,33999,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1492","28109","Mississippi","Pearl River","MS-503","Gulf Port/Gulf Coast Regional","Largely Rural CoC",0.0864065324902172,29,16.12981577669,35,53522,477944,296,83435,191,267.4,46,23,290,603.8,7260000,940200,8200200,2,1,0
"1493","28111","Mississippi","Perry","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,17,18.7242971044901,2,11915,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1494","28113","Mississippi","Pike","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,46,33.8420014533375,10,38532,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,1,0,0
"1495","28115","Mississippi","Pontotoc","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,16,19.181750717904,6,30993,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1496","28117","Mississippi","Prentiss","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,36,23.629528648738,6,24207,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1497","28119","Mississippi","Quitman","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,14,35.4618809126322,2,7188,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1498","28121","Mississippi","Rankin","MS-500","Jackson/Rankin, Madison Counties","Largely Suburban CoC",0.0895153204339169,64,8.20912430057327,67,145655,572308,408,91033,106,148.4,240,120,268,656.8,6710000,1165200,7875200,4,2,1
"1499","28123","Mississippi","Scott","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,18,28.972429289867,5,28037,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1500","28125","Mississippi","Sharkey","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,45,25.9242458607394,1,4409,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1501","28127","Mississippi","Simpson","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,41,24.8868607633127,5,26516,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1502","28129","Mississippi","Smith","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,6,16.9303201506591,3,15930,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1503","28131","Mississippi","Stone","MS-503","Gulf Port/Gulf Coast Regional","Largely Rural CoC",0.0864065324902172,28,17.069998869162,21,17686,477944,296,83435,191,267.4,46,23,290,603.8,7260000,940200,8200200,1,0,0
"1504","28133","Mississippi","Sunflower","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,27,31.4752780383224,4,22389,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1505","28135","Mississippi","Tallahatchie","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,21,30.5849125364431,2,10976,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1506","28137","Mississippi","Tate","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,21,19.6608373078961,7,26418,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1507","28139","Mississippi","Tippah","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,18,19.7379993519419,5,21603,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1508","28141","Mississippi","Tishomingo","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,31,17.8253397906577,4,19203,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1509","28143","Mississippi","Tunica","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,NA,21.938115610387,2,10051,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1510","28145","Mississippi","Union","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,49,15.5699953586347,7,28009,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1511","28147","Mississippi","Walthall","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,41,27.6974416017798,4,14384,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1512","28149","Mississippi","Warren","MS-500","Jackson/Rankin, Madison Counties","Largely Suburban CoC",0.0895153204339169,56,20.6162970603404,30,46536,572308,408,91033,106,148.4,240,120,268,656.8,6710000,1165200,7875200,2,1,0
"1513","28151","Mississippi","Washington","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,43,33.3046767537827,7,46528,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1514","28153","Mississippi","Wayne","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,29,21.9972274482622,3,20198,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1515","28155","Mississippi","Webster","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,31,25.4851627477154,2,9739,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1516","28157","Mississippi","Wilkinson","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,34,32.7509811368528,1,7899,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1517","28159","Mississippi","Winston","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,38,22.9936376827771,3,17918,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1518","28161","Mississippi","Yalobusha","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,8,16.195856873823,3,12213,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1519","28163","Mississippi","Yazoo","MS-501","Mississippi Balance of State","Largely Rural CoC",0.0318416369883531,26,32.4699155073824,3,23434,1927927,480,423167,189,264.6,193,96.5,361,818.7,9027500,1372800,10400300,0,0,0
"1520","29001","Missouri","Adair","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,102,26.4381559718347,9,22581,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,1,0,0
"1521","29003","Missouri","Andrew","MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties","Other Largely Urban CoC",0.229903601498113,11,8.6445042725038,16,17086,119043,255,17364,37,51.8,120,60,111,283.6,2795000,515400,3310400,1,0,0
"1522","29005","Missouri","Atchison","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,38,10.2494681879714,2,5171,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1523","29007","Missouri","Audrain","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,51,15.2827456991995,7,23484,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1524","29009","Missouri","Barry","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,64,21.0185979971388,9,34950,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,1,0,0
"1525","29011","Missouri","Barton","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,34,21.5897435897436,4,11700,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1526","29013","Missouri","Bates","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,24,12.3451382805656,4,15982,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1527","29015","Missouri","Benton","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,26,19.1422314799979,5,18723,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1528","29017","Missouri","Bollinger","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,8,17.011154855643,4,12192,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1529","29019","Missouri","Boone","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,113,18.2853899692326,46,167385,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,3,1,0
"1530","29021","Missouri","Buchanan","MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties","Other Largely Urban CoC",0.229903601498113,64,17.2444224795256,85,84984,119043,255,17364,37,51.8,120,60,111,283.6,2795000,515400,3310400,5,2,1
"1531","29023","Missouri","Butler","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,98,21.773903881612,12,41761,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,1,0,0
"1532","29025","Missouri","Caldwell","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,NA,14.9298366689671,4,8694,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1533","29027","Missouri","Callaway","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,38,11.6322471330698,10,40723,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,1,0,0
"1534","29029","Missouri","Camden","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,77,16.0139702568725,12,44380,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,1,0,0
"1535","29031","Missouri","Cape Girardeau","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,93,17.0428067372345,25,75105,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,1,1,0
"1536","29033","Missouri","Carroll","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,34,15.718219366682,3,8716,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1537","29035","Missouri","Carter","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,16,17.1869918699187,2,6150,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1538","29037","Missouri","Cass","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,23,9.83682661346082,28,101242,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,2,1,0
"1539","29039","Missouri","Cedar","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,28,18.4979948960992,5,13715,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1540","29041","Missouri","Chariton","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,13,11.9266055045872,2,7303,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1541","29043","Missouri","Christian","MO-600","Springfield/Greene, Christian, Webster Counties","Other Largely Urban CoC",0.136885642916801,44,10.1526250794298,55,83407,410786,492,64179,81,113.4,254,127,240,607.8,6010000,1102200,7112200,4,1,1
"1542","29045","Missouri","Clark","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,30,13.3323335332933,3,6668,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
"1543","29047","Missouri","Clay","MO-604","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","Major City CoC",0.209790085028779,70,7.87696924231058,34,235941,1017352,1979,148355,320,448,1070,535,983,2501,24575000,4554000,29129000,2,1,0
"1544","29047","Missouri","Clay","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,70,7.87696924231058,34,235941,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,2,1,0
"1545","29049","Missouri","Clinton","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,54,10.851267577239,10,19841,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,1,0,0
"1546","29051","Missouri","Cole","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,70,10.7938805907819,37,71837,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,2,1,0
"1547","29053","Missouri","Cooper","MO-606","Missouri Balance of State","Largely Rural CoC",0.0617686458201631,40,11.8635596926345,6,16007,2740373,1362,412011,359,502.6,595,297.5,800,1897.7,20002500,3292800,23295300,0,0,0
